domain_name,country,product_line,value_type,value
maersk.com,Denmark,DAP - CLM,initiatives,Enhancing technology procurement process and contract management
maersk.com,Denmark,DAP - CLM,initiatives,Improving cost efficiency and spend management in IT procurement
maersk.com,Denmark,DAP - CLM,initiatives,Streamlining supplier engagement and negotiation processes
maersk.com,Denmark,DAP - CLM,initiatives,Enhancing stakeholder management and communication in IT procurement
maersk.com,Guatemala,DAP - CLM,initiatives,Enhancing supply chain efficiency and agility
maersk.com,Guatemala,DAP - CLM,initiatives,Improving procurement process and compliance
maersk.com,Guatemala,DAP - CLM,initiatives,Optimizing inventory management and delivery times
maersk.com,Guatemala,DAP - CLM,initiatives,Driving cost savings and P&L improvement
maersk.com,Guatemala,DAP - CLM,initiatives,Enabling collaboration with Asset Maintenance for supply chain optimization
maersk.com,Guatemala,DAP - CLM,initiatives,Consolidating spend across regions for efficient leverage
maersk.com,Guatemala,DAP - CLM,initiatives,Supporting APMT CAPEX initiatives for competitiveness and timely delivery
maersk.com,Guatemala,DAP - CLM,initiatives,Leading continued transformation and growth opportunities
maersk.com,China,DAP - CLM,initiatives,Standardize and optimize Depot and EMR Procurement processes
maersk.com,China,DAP - CLM,initiatives,Enhance cost ownership and drive cost leadership
maersk.com,China,DAP - CLM,initiatives,Support operations to solve disruption and gain efficiency from execution of the contracts
maersk.com,China,DAP - CLM,initiatives,Develop and roll out and optimize effective business and engagement model to support customer centricity
maersk.com,China,DAP - CLM,initiatives,Support Procurement projects for areas and countries where needed
maersk.com,India,DAP - CLM,initiatives,Efficient handling of multi-regional customer Requests for Quote (RFQ)
maersk.com,India,DAP - CLM,initiatives,Streamlining product strategy and pricing processes
maersk.com,India,DAP - CLM,initiatives,Driving annual top-line and volume growth for the product
maersk.com,India,DAP - CLM,initiatives,Collaborating with sales enablement team and product BPO for updated sales material
maersk.com,India,DAP - CLM,initiatives,Enhancing customer experience and engagement
maersk.com,Denmark,DAP - CLM,team,Maersk IT/Tech Procurement team
maersk.com,Guatemala,DAP - CLM,team,Procurement team
maersk.com,Guatemala,DAP - CLM,team,Asset Maintenance team
maersk.com,China,DAP - CLM,team,Asia Pacific Ocean Procurement team
maersk.com,India,DAP - CLM,team,Regional Head of Growth and Solutions
maersk.com,India,DAP - CLM,team,CHB Procurement Manager
maersk.com,Denmark,DAP - CLM,positioning,Whatfix DAP provides in-app guidance and analytics for efficient technology procurement
maersk.com,Denmark,DAP - CLM,positioning,Whatfix supports stakeholder engagement and communication for streamlined supplier negotiation
maersk.com,Denmark,DAP - CLM,positioning,Whatfix enhances user proficiency in contract management processes for global impact
maersk.com,Guatemala,DAP - CLM,positioning,In-app guidance and analytics for supply chain efficiency
maersk.com,Guatemala,DAP - CLM,positioning,Self-help resources for procurement process compliance
maersk.com,Guatemala,DAP - CLM,positioning,Improving user proficiency in inventory management and delivery
maersk.com,Guatemala,DAP - CLM,positioning,Driving cost savings through efficient procurement strategies
maersk.com,Guatemala,DAP - CLM,positioning,Enabling collaboration and optimization with Asset Maintenance
maersk.com,Guatemala,DAP - CLM,positioning,Supporting spend consolidation across regions for efficiency
maersk.com,Guatemala,DAP - CLM,positioning,Facilitating digital transformation for APMT CAPEX initiatives
maersk.com,Guatemala,DAP - CLM,positioning,Driving transformation and growth through user adoption and proficiency
maersk.com,China,DAP - CLM,positioning,Whatfix DAP can provide in-app guidance and self-help resources for standardizing and optimizing procurement processes
maersk.com,China,DAP - CLM,positioning,Analytics can help in enhancing cost ownership and driving cost leadership
maersk.com,China,DAP - CLM,positioning,In-app guidance can support operations in solving disruptions and gaining efficiency in contract execution
maersk.com,China,DAP - CLM,positioning,Whatfix DAP can aid in optimizing business and engagement models to support customer centricity
maersk.com,China,DAP - CLM,positioning,In-app guidance and analytics can support procurement projects in various areas and countries
maersk.com,India,DAP - CLM,positioning,In-app guidance and self-help resources for efficient RFQ handling
maersk.com,India,DAP - CLM,positioning,Analytics for streamlining product strategy and pricing processes
maersk.com,India,DAP - CLM,positioning,Enhanced end-user adoption and proficiency for driving growth
maersk.com,India,DAP - CLM,positioning,Support for maintaining updated sales material and conducting training events
maersk.com,India,DAP - CLM,positioning,Improving customer experience and engagement through better product adoption
alcon.com,United States,DAP - CRM,initiatives,Enhancing sales training and development programs for surgical products
alcon.com,United States,DAP - CRM,initiatives,Improving technical product knowledge and clinical application for sales representatives
alcon.com,United States,DAP - CRM,initiatives,"Supporting sales meetings, major conventions, and product launches globally"
aig.com,China,DAP - CRM,initiatives,Enhancing agent productivity and efficiency through in-app guidance and training
aig.com,China,DAP - CRM,initiatives,Improving sales penetration and submission activities with interactive aids and smart tips
aig.com,China,DAP - CRM,initiatives,Increasing agent proficiency and adoption rates through no-code visual editor for CRM
aig.com,China,DAP - CRM,initiatives,Maintaining strong relationships with agents and brokers through frequent interaction and personalized guidance
cisco.com,Canada,DAP - CRM,initiatives,Accelerating customer adoption lifecycle for Cisco's entire portfolio of products and services
cisco.com,Canada,DAP - CRM,initiatives,Delivering value to customers and accelerating them to their desired business outcomes
cisco.com,Canada,DAP - CRM,initiatives,"Improving customer sentiment, adoption, retention, and growth"
cisco.com,Canada,DAP - CRM,initiatives,Bringing together teams to engage customers and help them realize business value faster
cisco.com,Singapore,DAP - CRM,initiatives,Sales acceleration and execution of Cisco's solutions and services in APJC
cisco.com,Singapore,DAP - CRM,initiatives,Driving growth and profitability in the India and ASEAN theatres
cisco.com,Singapore,DAP - CRM,initiatives,Enhancing CRM software usability and adoption rates for large and complex accounts
cisco.com,Singapore,DAP - CRM,initiatives,Improving user proficiency and adoption rates for Cisco's Collaboration solutions
cisco.com,Singapore,DAP - CRM,initiatives,"Driving pipeline growth, renewals, and new business expansion through SaaS tools and CRM"
cisco.com,Singapore,DAP - CRM,initiatives,Developing and executing sales strategies to drive sales of Cisco-based Managed Services with S/MSPs
firstcitizens.com,United States,DAP - CRM,initiatives,Enhancing user proficiency and adoption rates for CRM software
firstcitizens.com,United States,DAP - CRM,initiatives,Improving sales origination and business development processes
firstcitizens.com,United States,DAP - CRM,initiatives,Enhancing relationship management with Tier 1 & 2 companies
firstcitizens.com,United States,DAP - CRM,initiatives,Improving cross-selling of the SVB product platform
firstcitizens.com,United States,DAP - CRM,initiatives,Ensuring highest credit quality for new relationships
firstcitizens.com,United States,DAP - CRM,initiatives,Closely tracking all sales activity in CRM database
firstcitizens.com,United States,DAP - CRM,initiatives,Leveraging sub-sector insights nationally to make informed risk decisions
firstcitizens.com,United States,DAP - CRM,initiatives,Launching and supporting ideas and vision in banking and financial services
cisco.com,United States,DAP - CRM,initiatives,Sales process optimization and automation
cisco.com,United States,DAP - CRM,initiatives,Enhancing customer experience and engagement
cisco.com,United States,DAP - CRM,initiatives,Improving sales team productivity and efficiency
alcon.com,China,DAP - CRM,initiatives,Sales process optimization through data-driven insights
alcon.com,China,DAP - CRM,initiatives,Enhancing customer experience and support for surgical products
alcon.com,China,DAP - CRM,initiatives,Improving sales team productivity and effectiveness through targeted training
alcon.com,China,DAP - CRM,initiatives,Driving sales performance analysis and incentive management
alcon.com,China,DAP - CRM,initiatives,Ensuring alignment and standardization of go-to-market strategies
cisco.com,Japan,DAP - CRM,initiatives,"Promote hybrid work by expanding Web conferencing, chat, video devices, cloud calling, and contact center services globally."
cisco.com,Japan,DAP - CRM,initiatives,"Develop Cisco's ability to identify, quantify, qualify, and maximize opportunities addressing customer Collaboration needs."
cisco.com,Japan,DAP - CRM,initiatives,Build and execute an innovative long-range business plan for Japan Collaboration Business.
cisco.com,Japan,DAP - CRM,initiatives,"Understand, articulate, and position Cisco's end-to-end Collaboration Architecture and Services incorporating Software and services."
cisco.com,Japan,DAP - CRM,initiatives,"Develop Go-to-Market strategies to grow collaboration across large accounts, SMB, and Partners."
cisco.com,Japan,DAP - CRM,initiatives,"Deliver business value to select opportunities for the account, partner, eco-system, and Cisco account team."
cisco.com,Japan,DAP - CRM,initiatives,"Incubate and cultivate senior level relationships with key customers, partners, and eco-system vendors to executive level across the region."
cisco.com,Japan,DAP - CRM,initiatives,"Establish a strong team, collaborative market development, and selling approach."
cisco.com,Japan,DAP - CRM,initiatives,"Lead, influence, and mentor sales teams to increase their effectiveness in selling Collaboration solutions."
maersk.com,Thailand,DAP - CRM,initiatives,Enhance customer satisfaction and business growth in Asia Pacific region
maersk.com,Thailand,DAP - CRM,initiatives,Lead customer transformation and value-adding projects in the customer supply chain
maersk.com,Thailand,DAP - CRM,initiatives,Orchestrate strategic operations and drive process standardization/efficiency
maersk.com,Thailand,DAP - CRM,initiatives,Enable sharing of operational expertise and knowledge within the community
maersk.com,Thailand,DAP - CRM,initiatives,"Engage with Commercial, Operational, and Product experts to explore additional business"
maersk.com,Nigeria,DAP - CRM,initiatives,Enhancing customer relationship management for port operations and container management services
maersk.com,Nigeria,DAP - CRM,initiatives,Improving sales team productivity and performance management through digital tools
maersk.com,Nigeria,DAP - CRM,initiatives,Streamlining and optimizing sales processes with in-app guidance and training
maersk.com,Nigeria,DAP - CRM,initiatives,Ensuring real-time visibility of sales teams performance and pipeline size through Salesforce
maersk.com,Nigeria,DAP - CRM,initiatives,Providing constant performance management and coaching tools for sales leaders
alcon.com,United States,DAP - CRM,team,Global Sales Training Team
alcon.com,United States,DAP - CRM,team,Regional Sales Training Managers
alcon.com,United States,DAP - CRM,team,International Sales Training and Marketing (IMG) teams
aig.com,China,DAP - CRM,team,Sales Channel Practices
aig.com,China,DAP - CRM,team,Campaign and Communication Team
aig.com,China,DAP - CRM,team,Service Centers and Product Towers
cisco.com,Canada,DAP - CRM,team,Customer Experience (CX) organization
cisco.com,Canada,DAP - CRM,team,CX Field teams
cisco.com,Canada,DAP - CRM,team,Business Unit (Product) Organizations
cisco.com,Canada,DAP - CRM,team,"Sales, Renewals, and Partner Organizations"
cisco.com,Canada,DAP - CRM,team,CX Product Management
cisco.com,Singapore,DAP - CRM,team,APJC Partner & Route to Market Sales
cisco.com,Singapore,DAP - CRM,team,India and ASEAN Sales Leadership
cisco.com,Singapore,DAP - CRM,team,Collaboration Sales Team
cisco.com,Singapore,DAP - CRM,team,Managed Services Sales Team
firstcitizens.com,United States,DAP - CRM,team,Sales Origination Team
firstcitizens.com,United States,DAP - CRM,team,Relationship Management Team
firstcitizens.com,United States,DAP - CRM,team,Credit Solutions Team
firstcitizens.com,United States,DAP - CRM,team,SVB Relationship Team
cisco.com,United States,DAP - CRM,team,Global Sales Administration and the Global ADR team
cisco.com,United States,DAP - CRM,team,Customer Success organization
cisco.com,United States,DAP - CRM,team,Meraki Sales team
alcon.com,China,DAP - CRM,team,Commercial Excellence Solutions Team
alcon.com,China,DAP - CRM,team,Sales Operations Team
alcon.com,China,DAP - CRM,team,Customer Service Team
cisco.com,Japan,DAP - CRM,team,Collaboration Sales Team
cisco.com,Japan,DAP - CRM,team,Marketing Team
cisco.com,Japan,DAP - CRM,team,Partners
cisco.com,Japan,DAP - CRM,team,Cisco Business Units
maersk.com,Thailand,DAP - CRM,team,Customer Experience (CX) community
maersk.com,Thailand,DAP - CRM,team,Client Program Management team
maersk.com,Nigeria,DAP - CRM,team,Commercial department
maersk.com,Nigeria,DAP - CRM,team,Sales operations management team
cisco.com,Singapore,DAP - CRM,tools,SaaS tools
cisco.com,Singapore,DAP - CRM,tools,CRM
cisco.com,United States,DAP - CRM,tools,Salesforce.com
cisco.com,United States,DAP - CRM,tools,MS Office Suite
alcon.com,China,DAP - CRM,tools,SFDC (Salesforce)
alcon.com,China,DAP - CRM,tools,Pitcher
alcon.com,China,DAP - CRM,tools,SAP
alcon.com,China,DAP - CRM,tools,CRM (Customer Relationship Management) system
cisco.com,Japan,DAP - CRM,tools,Webex (Collaboration)
maersk.com,Nigeria,DAP - CRM,tools,Salesforce
maersk.com,Nigeria,DAP - CRM,tools,Whatfix Digital Adoption Platform (DAP) for CRM
alcon.com,United States,DAP - CRM,positioning,Whatfix DAP for CRM can provide in-app guidance and training for sales training programs
alcon.com,United States,DAP - CRM,positioning,Enhance user proficiency and adoption rates for technical product knowledge and clinical application
alcon.com,United States,DAP - CRM,positioning,Improve consistency and quality of training delivery across different geographies
aig.com,China,DAP - CRM,positioning,Whatfix DAP enhances agent productivity and efficiency through in-app guidance and training
aig.com,China,DAP - CRM,positioning,Improves sales penetration and submission activities with interactive aids and smart tips
aig.com,China,DAP - CRM,positioning,Increases agent proficiency and adoption rates through no-code visual editor for CRM
aig.com,China,DAP - CRM,positioning,Maintains strong relationships with agents and brokers through personalized guidance
cisco.com,Canada,DAP - CRM,positioning,Whatfix DAP for CRM can provide in-app guidance and training to accelerate customer adoption lifecycle
cisco.com,Canada,DAP - CRM,positioning,Enhance usability of Cisco's entire portfolio by providing interactive aids and smart tips
cisco.com,Canada,DAP - CRM,positioning,Improve customer sentiment and retention through no-code Visual Editor for creating interactive aids
cisco.com,Canada,DAP - CRM,positioning,Drive customer value realization and business outcomes through improved user proficiency and adoption rates
cisco.com,Singapore,DAP - CRM,positioning,Whatfix DAP enhances CRM usability and adoption for large and complex accounts
cisco.com,Singapore,DAP - CRM,positioning,Provides in-app guidance and training for Cisco's Collaboration solutions
cisco.com,Singapore,DAP - CRM,positioning,"Drives pipeline growth, renewals, and new business expansion through SaaS tools and CRM"
firstcitizens.com,United States,DAP - CRM,positioning,Whatfix DAP provides in-app guidance and training for CRM software
firstcitizens.com,United States,DAP - CRM,positioning,"No-code Visual Editor creates interactive aids such as Flows, Task Lists, and Smart Tips"
firstcitizens.com,United States,DAP - CRM,positioning,Improves user proficiency and adoption rates
firstcitizens.com,United States,DAP - CRM,positioning,Enables close tracking of sales activity in CRM database
firstcitizens.com,United States,DAP - CRM,positioning,Facilitates leveraging sub-sector insights for informed risk decisions
cisco.com,United States,DAP - CRM,positioning,Whatfix DAP provides in-app guidance for process optimization and automation
cisco.com,United States,DAP - CRM,positioning,Enhances user proficiency and adoption rates for improved customer engagement
cisco.com,United States,DAP - CRM,positioning,Enables training and support for sales teams to drive productivity and efficiency
alcon.com,China,DAP - CRM,positioning,Whatfix DAP provides in-app guidance for sales process optimization and training
alcon.com,China,DAP - CRM,positioning,Enhances user proficiency in CRM and sales tools for improved customer support
alcon.com,China,DAP - CRM,positioning,Enables targeted training and onboarding for improved sales team productivity
alcon.com,China,DAP - CRM,positioning,Provides in-app guidance for sales performance analysis and incentive management
alcon.com,China,DAP - CRM,positioning,Facilitates standardization and alignment of go-to-market strategies through in-app guidance
cisco.com,Japan,DAP - CRM,positioning,Whatfix DAP for CRM enhances usability by providing in-app guidance and training.
cisco.com,Japan,DAP - CRM,positioning,"Improves user proficiency and adoption rates through interactive aids such as Flows, Task Lists, and Smart Tips."
cisco.com,Japan,DAP - CRM,positioning,Enables building and executing innovative long-range business plans for collaboration business.
cisco.com,Japan,DAP - CRM,positioning,"Helps in understanding, articulating, and positioning end-to-end Collaboration Architecture and Services."
cisco.com,Japan,DAP - CRM,positioning,Aids in developing Go-to-Market strategies to grow collaboration across accounts and partners.
cisco.com,Japan,DAP - CRM,positioning,Assists in delivering business value to select opportunities and establishing strong team collaboration.
cisco.com,Japan,DAP - CRM,positioning,"Facilitates leading, influencing, and mentoring sales teams to increase their effectiveness."
maersk.com,Thailand,DAP - CRM,positioning,Whatfix DAP enhances CRM usability with in-app guidance and training
maersk.com,Thailand,DAP - CRM,positioning,Improves user proficiency and adoption rates
maersk.com,Thailand,DAP - CRM,positioning,Enables strategic operations and process standardization
maersk.com,Thailand,DAP - CRM,positioning,Facilitates sharing of operational expertise within the community
maersk.com,Thailand,DAP - CRM,positioning,Aids in exploring and implementing additional business initiatives
maersk.com,Nigeria,DAP - CRM,positioning,Whatfix DAP for CRM enhances customer relationship management for port operations and container management services
maersk.com,Nigeria,DAP - CRM,positioning,Improves sales team productivity and performance management through in-app guidance and training
maersk.com,Nigeria,DAP - CRM,positioning,Enables real-time visibility of sales teams performance and pipeline size through Salesforce integration
maersk.com,Nigeria,DAP - CRM,positioning,Provides constant performance management and coaching tools for sales leaders
maersk.com,Nigeria,DAP - CRM,positioning,"Streamlines and optimizes sales processes with interactive aids such as Flows, Task Lists, and Smart Tips"
alcon.com,Poland,DAP - ERP,initiatives,Global transformation & implementation projects for ERP and process changes
alcon.com,Poland,DAP - ERP,initiatives,Enhancements to ERP systems to improve functionality and automation
alcon.com,Poland,DAP - ERP,initiatives,Roll-out of policies and procedures related to cross-functional processes globally
alcon.com,Poland,DAP - ERP,initiatives,Development and management of integrated roadmap for cross-functional process area
alcon.com,Poland,DAP - ERP,initiatives,Critical Global Cross-Functional Transformation initiatives for end-to-end process area
maersk.com,India,DAP - ERP,initiatives,Optimizing transportation logistics and improving financial process automation
maersk.com,India,DAP - ERP,initiatives,"Enhancing controls, reducing complexity, and streamlining end-to-end financial processes"
varian.com,United States,DAP - ERP,initiatives,Global Supplier Quality Management
varian.com,United States,DAP - ERP,initiatives,Strategic Initiatives for FOCUS25
maersk.com,Netherlands,DAP - ERP,initiatives,Enhancing global AM processes and compliance
maersk.com,Netherlands,DAP - ERP,initiatives,Improving user adoption and support at terminals
maersk.com,Netherlands,DAP - ERP,initiatives,Implementing Digital AM organization and IFS10 benefits
maersk.com,Netherlands,DAP - ERP,initiatives,Driving change management and process improvements
maersk.com,Mexico,DAP - ERP,initiatives,Tax compliance and reporting for APMM entities in LATAM
maersk.com,Mexico,DAP - ERP,initiatives,Finance transformation and migration of processes
maersk.com,Mexico,DAP - ERP,initiatives,Global HR organization building and talent acquisition
maersk.com,Mexico,DAP - ERP,initiatives,Stabilizing new processes and setting up performance metrics
alcon.com,Poland,DAP - ERP,team,Global Process Owners
alcon.com,Poland,DAP - ERP,team,Subject Matter Experts
alcon.com,Poland,DAP - ERP,team,Application Owners (Business and IT)
alcon.com,Poland,DAP - ERP,team,Lean Six Sigma experts
alcon.com,Poland,DAP - ERP,team,IT experts
maersk.com,India,DAP - ERP,team,PTP (Procure to Pay) product team
maersk.com,India,DAP - ERP,team,"Finance, IT, and operations teams"
varian.com,United States,DAP - ERP,team,Supply Chain Quality Team
varian.com,United States,DAP - ERP,team,Strategic Initiatives Team
maersk.com,Netherlands,DAP - ERP,team,AM Business Process Owner (BPO)
maersk.com,Netherlands,DAP - ERP,team,Global AM team
maersk.com,Netherlands,DAP - ERP,team,AM Portfolio Managers
maersk.com,Netherlands,DAP - ERP,team,TECH/IT Owner
maersk.com,Netherlands,DAP - ERP,team,Terminal maintenance teams
maersk.com,Netherlands,DAP - ERP,team,Terminal leadership
maersk.com,Netherlands,DAP - ERP,team,Other BPOs and FPOs in their functional areas
maersk.com,Mexico,DAP - ERP,team,Tax Operations Team
maersk.com,Mexico,DAP - ERP,team,Finance Transformation Team
maersk.com,Mexico,DAP - ERP,team,Global HR Organization Team
maersk.com,Mexico,DAP - ERP,team,Transition Function Team
alcon.com,Poland,DAP - ERP,tools,SAP
alcon.com,Poland,DAP - ERP,tools,Other ERP Applications
alcon.com,Poland,DAP - ERP,tools,Agile/Scrum/Waterfall/Sprint methodologies
varian.com,United States,DAP - ERP,tools,"HCM (e.g., Workday) or equivalent ERP product and productivity software"
varian.com,United States,DAP - ERP,tools,"Microsoft Word, Excel, PowerPoint, SAP HANA, SAP Manufacturing Execution System (MES), SAP Manufacturing Integration, Microsoft Excel, Microsoft PowerBI, Tableau, QlikView"
maersk.com,Netherlands,DAP - ERP,tools,IFS10 - EAM and Work Order Management modules
maersk.com,Mexico,DAP - ERP,tools,SAP
maersk.com,Mexico,DAP - ERP,tools,Power BI
maersk.com,Mexico,DAP - ERP,tools,ERP platforms
maersk.com,Mexico,DAP - ERP,tools,Project management tools and technologies
alcon.com,Poland,DAP - ERP,positioning,"Contextual, in-app guidance for ERP systems"
alcon.com,Poland,DAP - ERP,positioning,No-code editor for creating interactive content
alcon.com,Poland,DAP - ERP,positioning,Boosting adoption and productivity across departments like finance and HR
alcon.com,Poland,DAP - ERP,positioning,Streamlining processes and improving operational outcomes
maersk.com,India,DAP - ERP,positioning,"Contextual, in-app guidance for transportation logistics and financial process automation"
maersk.com,India,DAP - ERP,positioning,No-code editor for creating interactive content to streamline financial processes
varian.com,United States,DAP - ERP,positioning,"Enhance supplier quality management processes with contextual, in-app guidance and support"
varian.com,United States,DAP - ERP,positioning,"Streamline strategic initiatives with no-code editor for creating interactive content, boosting adoption and productivity"
maersk.com,Netherlands,DAP - ERP,positioning,"Contextual, in-app guidance for global AM processes and compliance"
maersk.com,Netherlands,DAP - ERP,positioning,No-code editor for creating interactive content to support user adoption
maersk.com,Netherlands,DAP - ERP,positioning,Empowering communities to share ideas and enable best practices
maersk.com,Netherlands,DAP - ERP,positioning,Enhancing stakeholder management and collaboration within ERP-EAM environment
maersk.com,Mexico,DAP - ERP,positioning,"Contextual, in-app guidance for tax compliance and reporting in LATAM"
maersk.com,Mexico,DAP - ERP,positioning,No-code editor for creating interactive content for finance transformation
maersk.com,Mexico,DAP - ERP,positioning,Enhancing talent acquisition and onboarding processes with in-app support
maersk.com,Mexico,DAP - ERP,positioning,Supporting transition and migration processes with contextual guidance
cisco.com,United States,DAP - HCM,initiatives,Enhancing employee engagement with HCM systems like SAP SuccessFactors and Workday
cisco.com,United States,DAP - HCM,initiatives,Reducing onboarding times and improving process compliance
cisco.com,United States,DAP - HCM,initiatives,Offering real-time analytics to drive user adoption and optimize HR processes
aig.com,United States,DAP - HCM,initiatives,Enhancing employee engagement with HCM systems like SAP SuccessFactors and Workday
aig.com,United States,DAP - HCM,initiatives,Reducing onboarding times and improving process compliance
aig.com,United States,DAP - HCM,initiatives,Offering real-time analytics to drive user adoption and optimize HR processes
highmarkhealth.org,United States,DAP - HCM,initiatives,Enhance employee engagement with HCM systems
highmarkhealth.org,United States,DAP - HCM,initiatives,Reduce onboarding times and improve process compliance
